지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m )
108,서울,2024-08-02 09:00,28.9,,,,2.8,,200,,80,,31.7,25,,,9,9,Sc,7
108,서울,2024-08-02 10:00,28.9,,,,2.6,,200,,80,,31.7,25,,,10,9,ScAs,7
108,서울,2024-08-02 11:00,29.3,,,,2.7,,230,,82,,33.2,25.8,,,9,9,Sc,7
108,서울,2024-08-02 12:00,29.8,,,,2.8,,250,,78,,32.6,25.5,,,10,7,ScAs,9
108,서울,2024-08-02 13:00,30.8,,,,2.6,,270,,76,,33.6,26,,,7,4,ScAc,10
108,서울,2024-08-02 14:00,31.1,,,,3,,270,,73,,32.8,25.6,,,9,9,Sc,10
108,서울,2024-08-02 15:00,31.7,,,,3.3,,270,,72,,33.6,26,,,5,5,CuSc,8
108,서울,2024-08-02 16:00,32.2,,,,2.9,,290,,70,,33.6,26,,,4,4,Sc,10
108,서울,2024-08-02 17:00,32.4,,,,2.7,,270,,68,,33,25.7,,,4,4,Sc,8
108,서울,2024-08-02 18:00,31.7,,,,2.6,,270,,73,,34,26.2,,,8,1,ScCi,8
108,서울,2024-08-02 19:00,30.9,,,,2.6,,270,,77,,34.2,26.3,,,6,1,,6
108,서울,2024-08-02 20:00,29.8,,,,2.3,,290,,81,,33.8,26.1,,,7,7,,5
108,서울,2024-08-02 21:00,29.2,,,,2.4,,250,,83,,33.6,26,,,5,5,Sc,6
108,서울,2024-08-02 22:00,29.2,,,,2.9,,250,,82,,33.2,25.8,,,1,1,,5
108,서울,2024-08-02 23:00,29,,,,3.5,,230,,82,,32.8,25.6,,,0,0,,
108,서울,2024-08-03 00:00,28.9,,,,1.9,,230,,84,,33.4,25.9,,,9,9,Sc,6
108,서울,2024-08-03 01:00,28.3,,,,1.9,,270,,86,,33,25.7,,,0,0,,
108,서울,2024-08-03 02:00,28,,,,1.2,,290,,88,,33.2,25.8,,,0,0,,
108,서울,2024-08-03 03:00,27.7,,,,1.4,,270,,88,,32.6,25.5,,,6,6,Sc,6
108,서울,2024-08-03 04:00,27.3,,,,1.8,,290,,87,,31.5,24.9,,,8,8,Sc,6
108,서울,2024-08-03 05:00,27.2,,,,1.7,,250,,88,,31.7,25,,,8,8,Sc,5
108,서울,2024-08-03 06:00,27.3,,,,1.4,,270,,88,,31.9,25.1,,,10,10,St,3
108,서울,2024-08-03 07:00,27.4,,,,2,,290,,87,,31.7,25,,,9,9,Sc,5
108,서울,2024-08-03 08:00,27.9,,,,1.7,,270,,85,,31.9,25.1,,,9,9,Sc,5
108,서울,2024-08-03 09:00,28.6,,,,1.1,,320,,83,,32.4,25.4,,,9,9,Sc,6
108,서울,2024-08-03 10:00,29.9,,,,1.4,,250,,79,,33.2,25.8,,,7,7,Sc,6
108,서울,2024-08-03 11:00,31,,,,2.4,,270,,73,,32.6,25.5,,,7,7,Sc,6
108,서울,2024-08-03 12:00,32,,,,2.5,,250,,69,,32.6,25.5,,,6,6,Sc,7
108,서울,2024-08-03 13:00,32.9,,,,3,,290,,65,,32.4,25.4,,,5,5,Sc,9
108,서울,2024-08-03 14:00,33.2,,,,2.7,,290,,62,,31.5,24.9,,,4,4,Sc,9
108,서울,2024-08-03 15:00,33.8,,,,3.6,,270,,60,,31.5,24.9,,,4,4,Sc,11
108,서울,2024-08-03 16:00,34,,,,2.9,,290,,60,,31.9,25.1,,,3,3,Sc,11
108,서울,2024-08-03 17:00,33.8,,,,2.4,,270,,62,,32.4,25.4,,,1,1,Sc,10
108,서울,2024-08-03 18:00,33.4,,,,2.9,,270,,63,,32.2,25.3,,,0,0,,
108,서울,2024-08-03 19:00,32.3,,,,2.5,,250,,66,,31.9,25.1,,,0,0,,
108,서울,2024-08-03 20:00,30.7,,,,2.2,,290,,70,,30.7,24.5,,,0,0,,
108,서울,2024-08-03 21:00,30,,,,2.9,,290,,73,,30.9,24.6,,,0,0,,
108,서울,2024-08-03 22:00,29.6,,,,2.7,,290,,75,,30.9,24.6,,,0,0,,
108,서울,2024-08-03 23:00,29.2,,,,1.5,,290,,75,,30.4,24.3,,,0,0,,
108,서울,2024-08-04 00:00,28.7,,,,1.2,,270,,76,,29.8,24,,,0,0,,
108,서울,2024-08-04 01:00,28.4,,,,.3,,0,,79,,30.4,24.3,,,0,0,,
108,서울,2024-08-04 02:00,28.1,,,,.5,,340,,81,,30.7,24.5,,,0,0,,
108,서울,2024-08-04 03:00,28,,,,.7,,340,,83,,31.3,24.8,,,0,0,,
108,서울,2024-08-04 04:00,27.8,,,,.4,,0,,84,,31.3,24.8,,,0,0,,
108,서울,2024-08-04 05:00,27.6,,,,.8,,320,,85,,31.3,24.8,,,0,0,,
108,서울,2024-08-04 06:00,27.3,,,,1,,50,,87,,31.5,24.9,,,0,0,,
108,서울,2024-08-04 07:00,27.6,,,,1.4,,20,,87,,32.1,25.2,,,0,0,,
108,서울,2024-08-04 08:00,29.1,,,,1.4,,70,,84,,33.8,26.1,,,0,0,,
108,서울,2024-08-04 09:00,30.6,,,,2,,50,,77,,33.6,26,,,1,1,Sc,10
108,서울,2024-08-04 10:00,31.8,,,,1,,90,,71,,33.2,25.8,,,3,3,Sc,10
108,서울,2024-08-04 11:00,33.6,,,,1,,110,,63,,32.6,25.5,,,5,5,Sc,10
108,서울,2024-08-04 12:00,35,,,,1.6,,90,,55,,30.9,24.6,,,5,5,CuSc,10
108,서울,2024-08-04 13:00,34.2,,,,1.4,,270,,57,,30.6,24.4,,,8,8,CuSc,10
108,서울,2024-08-04 14:00,35.5,,,,2.8,,250,,56,,32.2,25.3,,,6,6,CuSc,10
108,서울,2024-08-04 15:00,36.1,,,,3,,270,,53,,31.5,24.9,,,6,6,CuSc,10
108,서울,2024-08-04 16:00,36,,,,2.5,,290,,53,,31.5,24.9,,,7,7,CuSc,10
108,서울,2024-08-04 17:00,35.4,,,,2.9,,270,,56,,32.1,25.2,,,2,2,Cu,10
108,서울,2024-08-04 18:00,34.9,,,,1.6,,270,,57,,31.9,25.1,,,0,0,,
108,서울,2024-08-04 19:00,33.8,,,,2.3,,320,,62,,32.4,25.4,,,0,0,,
108,서울,2024-08-04 20:00,32.6,,,,2.1,,290,,67,,32.8,25.6,,,0,0,,
108,서울,2024-08-04 21:00,31.8,,,,1.8,,270,,71,,33.2,25.8,,,6,4,ScCi,12
108,서울,2024-08-04 22:00,31.3,,,,1.6,,270,,70,,31.9,25.1,,,6,1,,
108,서울,2024-08-04 23:00,30.8,,,,1.6,,270,,72,,31.9,25.1,,,4,1,,
108,서울,2024-08-05 00:00,30.6,,,,1.9,,290,,71,,31.1,24.7,,,2,2,CuSc,10
108,서울,2024-08-05 01:00,30.3,,,,.8,,50,,71,,30.6,24.4,,,8,7,CbStNs,6
108,서울,2024-08-05 02:00,29,,,,1.6,,50,,72,,28.8,23.4,,,3,3,Sc,10
108,서울,2024-08-05 03:00,28.9,,,,1.1,,70,,76,,30.2,24.2,,,8,8,Sc,10
108,서울,2024-08-05 04:00,29,,.5,,1,,70,,79,,31.5,24.9,,,9,9,CuSc,8
108,서울,2024-08-05 05:00,28.8,,0,,2.2,,250,,82,,32.4,25.4,,,9,9,CuSc,7
108,서울,2024-08-05 06:00,27.5,,0,,.7,,20,,85,,31.1,24.7,,,7,5,CuScAs,7
108,서울,2024-08-05 07:00,27.6,,,9,2.8,,50,,88,,32.4,25.4,,,8,5,ScAc,7
108,서울,2024-08-05 08:00,27.6,,,9,2.4,,50,,84,,30.9,24.6,,,4,3,ScAc,8
108,서울,2024-08-05 09:00,29.1,,,9,1,,70,,82,,33,25.7,,,2,2,Sc,8
108,서울,2024-08-05 10:00,30.5,,,9,.9,,90,,78,,34,26.2,,,6,6,Sc,7
108,서울,2024-08-05 11:00,31.5,,,9,1.5,,290,,71,,32.6,25.5,,,7,7,Sc,6
108,서울,2024-08-05 12:00,32,,0,,1.8,,270,,68,,32.2,25.3,,,8,8,CuSc,7
108,서울,2024-08-05 13:00,32.3,,0,,.5,,230,,67,,32.2,25.3,,,8,8,CuSc,8
108,서울,2024-08-05 14:00,32.7,,,9,2,,180,,68,,33.6,26,,,7,7,CuSc,8
108,서울,2024-08-05 15:00,32.9,,,9,.9,,90,,69,,34.4,26.4,,,5,5,CuSc,8
108,서울,2024-08-05 16:00,33.2,,,9,.7,,160,,64,,32.4,25.4,,,8,8,CuSc,8
108,서울,2024-08-05 17:00,32.7,,0,,1.4,,50,,69,,34,26.2,,,6,6,CuSc,10
108,서울,2024-08-05 18:00,33,,0,,3.5,,290,,65,,32.6,25.5,,,7,2,ScCi,10
108,서울,2024-08-05 19:00,31.6,,,9,4,,270,,64,,29.7,23.9,,,10,0,,
108,서울,2024-08-05 20:00,30.4,,,9,2.9,,250,,73,,31.7,25,,,10,7,,13
108,서울,2024-08-05 21:00,30,,,9,1.4,,110,,76,,32.1,25.2,,,10,2,ScCs,10
108,서울,2024-08-05 22:00,29.9,,,9,2.5,,110,,76,,32.1,25.2,,,10,7,CuScAs,7
108,서울,2024-08-05 23:00,28.8,,0,,1.6,,70,,77,,30.4,24.3,,,10,8,CbStNs,5
108,서울,2024-08-06 00:00,26.9,,.8,,2,,50,,83,,29.3,23.7,,,10,7,,
108,서울,2024-08-06 01:00,26.6,,0,,2.3,,110,,85,,29.5,23.8,,,10,7,CuScCs,6
108,서울,2024-08-06 02:00,26.7,,,9,2.1,,90,,87,,30.4,24.3,,,6,5,,6
108,서울,2024-08-06 03:00,26.4,,,9,1.4,,70,,86,,29.5,23.8,,,2,1,ScCi,10
108,서울,2024-08-06 04:00,26.2,,,9,1.3,,50,,87,,29.5,23.8,,,3,1,ScAc,10
108,서울,2024-08-06 05:00,25.8,,,9,2.3,,50,,88,,29.1,23.6,,,0,0,,
108,서울,2024-08-06 06:00,25.7,,,9,2.2,,20,,87,,28.6,23.3,,,6,6,CuSc,10
108,서울,2024-08-06 07:00,26.2,,0,,1,,50,,86,,29.1,23.6,,,7,7,CuSc,11
108,서울,2024-08-06 08:00,26.7,,0,,1.5,,50,,83,,28.9,23.5,,,8,8,CuSc,10
108,서울,2024-08-06 09:00,27.2,,0,,1.8,,110,,82,,29.5,23.8,,,9,5,CuScAs,6
108,서울,2024-08-06 10:00,27.8,,,9,2.7,,50,,81,,30.2,24.2,,,7,4,ScAs,10
108,서울,2024-08-06 11:00,28.8,,,9,2.1,,50,,79,,31.1,24.7,,,8,0,Ci,
108,서울,2024-08-06 12:00,30.5,,,9,1.8,,90,,71,,30.9,24.6,,,8,1,ScAcCi,10
108,서울,2024-08-06 13:00,31.4,,,9,2.1,,90,,68,,31.1,24.7,,,2,1,CuCi,9
108,서울,2024-08-06 14:00,30.8,,,9,2.2,,160,,69,,30.6,24.4,,,3,2,CuCi,7
108,서울,2024-08-06 15:00,32.9,,,9,1.9,,180,,63,,31.5,24.9,,,3,3,Cu,8
108,서울,2024-08-06 16:00,33.2,,,9,2.4,,200,,60,,30.4,24.3,,,5,3,CuCi,9
108,서울,2024-08-06 17:00,32.9,,,9,2.8,,200,,61,,30.4,24.3,,,6,6,Cu,10
108,서울,2024-08-06 18:00,33.2,,,9,1.8,,250,,61,,30.9,24.6,,,4,3,CuCi,10
108,서울,2024-08-06 19:00,32.6,,,9,2.2,,290,,64,,31.3,24.8,,,5,4,,10
108,서울,2024-08-06 20:00,31.5,,,9,2.1,,290,,67,,30.9,24.6,,,3,3,,10
108,서울,2024-08-06 21:00,30.8,,,9,.6,,290,,69,,30.6,24.4,,,3,3,Sc,10
108,서울,2024-08-06 22:00,30,,,9,2.7,,270,,73,,30.9,24.6,,,5,5,,9
108,서울,2024-08-06 23:00,29.2,,,9,2.5,,250,,77,,31.1,24.7,,,6,2,,72
108,서울,2024-08-07 00:00,28.9,,,9,2.2,,270,,79,,31.3,24.8,,,8,2,,
108,서울,2024-08-07 01:00,28.5,,,,1.2,,270,,80,,31.1,24.7,,,2,2,,
108,서울,2024-08-07 02:00,28.2,,,,.5,,20,,78,,29.7,23.9,,,6,2,,55
108,서울,2024-08-07 03:00,27.8,,,,.9,,340,,78,,29.1,23.6,,,8,0,Cs,
108,서울,2024-08-07 04:00,27.6,,,,.7,,320,,79,,29.1,23.6,,,4,0,Ci,
108,서울,2024-08-07 05:00,27.3,,,,.9,,290,,79,,28.6,23.3,,,10,2,ScCs,15
108,서울,2024-08-07 06:00,27.2,,,,.2,,0,,80,,28.8,23.4,,,7,4,AcCi,48
108,서울,2024-08-07 07:00,27.4,,,,.9,,20,,80,,29.1,23.6,,,7,5,AcCc,44
108,서울,2024-08-07 08:00,28.5,,,,.8,,70,,79,,30.6,24.4,,,7,4,AcCi,43
108,서울,2024-08-07 09:00,29.8,,,,1.8,,270,,72,,30,24.1,,,8,2,ScAc,10
108,서울,2024-08-07 10:00,29.5,,0,,2.5,,270,,74,,30.4,24.3,,,10,7,CbStNs,8
108,서울,2024-08-07 11:00,28.3,,3.4,,1.5,,200,,80,,30.7,24.5,,,9,3,ScAc,10
108,서울,2024-08-07 12:00,30.1,,0,,1.2,,50,,74,,31.5,24.9,,,6,1,ScAc,10
108,서울,2024-08-07 13:00,31.4,,,9,2,,290,,70,,32.1,25.2,,,4,4,Sc,8
108,서울,2024-08-07 14:00,32.3,,,9,2.4,,250,,62,,29.8,24,,,4,4,Sc,12
108,서울,2024-08-07 15:00,33.2,,,9,3.2,,290,,59,,29.8,24,,,2,2,Sc,10
108,서울,2024-08-07 16:00,33.3,,,9,3,,290,,58,,29.7,23.9,,,2,2,Sc,10
108,서울,2024-08-07 17:00,33.1,,,9,3.5,,290,,58,,29.3,23.7,,,1,1,Sc,10
108,서울,2024-08-07 18:00,32.3,,,9,2.9,,290,,59,,28.4,23.2,,,3,1,CuAc,10
108,서울,2024-08-07 19:00,31.2,,,9,2.5,,270,,65,,29.5,23.8,,,5,2,,
108,서울,2024-08-07 20:00,29.6,,,9,2.9,,270,,71,,29.3,23.7,,,3,3,,21
108,서울,2024-08-07 21:00,28.7,,,9,2.5,,270,,74,,28.9,23.5,,,1,1,Sc,15
108,서울,2024-08-07 22:00,28.2,,,9,2.2,,270,,78,,29.7,23.9,,,3,1,,33
108,서울,2024-08-07 23:00,27.9,,,9,1.4,,250,,79,,29.7,23.9,,,3,2,,31
108,서울,2024-08-08 00:00,27.7,,,9,.6,,270,,80,,29.7,23.9,,,3,0,Ci,
108,서울,2024-08-08 01:00,27.7,,,,1.5,,290,,80,,29.7,23.9,,,6,6,,22
108,서울,2024-08-08 02:00,27.6,,,,1.2,,320,,81,,29.8,24,,,10,5,,31
108,서울,2024-08-08 03:00,27.6,,,,1.1,,320,,81,,29.8,24,,,9,9,Sc,13
108,서울,2024-08-08 04:00,27.4,,,,1.4,,320,,84,,30.6,24.4,,,6,6,Sc,10
108,서울,2024-08-08 05:00,27.3,,,,.7,,320,,84,,30.4,24.3,,,8,8,Sc,8
108,서울,2024-08-08 06:00,27.1,,,,.2,,0,,85,,30.4,24.3,,,10,7,ScAs,8
108,서울,2024-08-08 07:00,27.3,,0,,.7,,20,,84,,30.4,24.3,,,10,6,ScAs,12
108,서울,2024-08-08 08:00,27.6,,,9,1.3,,270,,84,,30.9,24.6,,,9,9,Sc,8
108,서울,2024-08-08 09:00,27.4,,,9,2.4,,160,,80,,29.1,23.6,,,9,7,CuScCi,7
108,서울,2024-08-08 10:00,28.8,,,9,.8,,160,,77,,30.4,24.3,,,9,4,ScCi,8
108,서울,2024-08-08 11:00,29.2,,,9,1.6,,200,,76,,30.7,24.5,,,9,4,ScCi,7
108,서울,2024-08-08 12:00,29.6,,,9,2,,230,,73,,30.2,24.2,,,9,5,ScCi,12
108,서울,2024-08-08 13:00,29.6,,0,,.8,,250,,74,,30.6,24.4,,,10,6,ScAs,9
108,서울,2024-08-08 14:00,29.6,,0,,2.5,,250,,74,,30.6,24.4,,,9,6,ScAc,8
108,서울,2024-08-08 15:00,30.2,,,9,2.8,,290,,74,,31.7,25,,,9,4,ScAc,10
108,서울,2024-08-08 16:00,30.8,,,9,2.3,,270,,71,,31.5,24.9,,,7,3,CuScAcCi,8
108,서울,2024-08-08 17:00,31.4,,,9,2.6,,250,,65,,29.8,24,,,7,1,ScCi,9
108,서울,2024-08-08 18:00,30.8,,,9,2,,270,,66,,29.3,23.7,,,8,2,ScCi,9
108,서울,2024-08-08 19:00,30.3,,,9,1.6,,270,,69,,29.7,23.9,,,8,1,,
108,서울,2024-08-08 20:00,29.1,,,9,2.3,,270,,74,,29.7,23.9,,,4,4,,9
108,서울,2024-08-08 21:00,28.2,,,9,2.7,,270,,78,,29.7,23.9,,,5,0,Ci,
108,서울,2024-08-08 22:00,27.7,,,9,1.8,,270,,78,,28.9,23.5,,,3,1,,
108,서울,2024-08-08 23:00,27.2,,,9,.7,,320,,80,,28.8,23.4,,,1,1,,
108,서울,2024-08-09 00:00,26.9,,,9,1,,200,,83,,29.3,23.7,,,0,0,,
108,서울,2024-08-09 01:00,26.6,,,,.9,,270,,83,,28.8,23.4,,,0,0,,
108,서울,2024-08-09 02:00,26.4,,,,.8,,290,,85,,29.1,23.6,,,0,0,,
108,서울,2024-08-09 03:00,26.2,,,,.8,,340,,86,,29.1,23.6,,,0,0,,
108,서울,2024-08-09 04:00,25.9,,,,0,,0,,86,,28.6,23.3,,,0,0,,
108,서울,2024-08-09 05:00,25.6,,,,1.5,,340,,88,,28.8,23.4,,,0,0,,
108,서울,2024-08-09 06:00,25.6,,,,.1,,0,,88,,28.8,23.4,,,1,1,Sc,12
108,서울,2024-08-09 07:00,25.8,,,,.3,,0,,88,,29.1,23.6,,,0,0,,
108,서울,2024-08-09 08:00,27.1,,,,1.8,,20,,86,,30.7,24.5,,,3,3,Sc,13
108,서울,2024-08-09 09:00,29.1,,,,1.5,,50,,75,,30.2,24.2,,,3,3,Sc,10
108,서울,2024-08-09 10:00,29.4,,,,1.5,,200,,73,,29.8,24,,,5,5,Sc,10
108,서울,2024-08-09 11:00,29.6,,,,1,,200,,73,,30.2,24.2,,,6,6,Sc,10
108,서울,2024-08-09 12:00,30.5,,,,1.9,,250,,69,,30,24.1,,,6,6,Sc,10
108,서울,2024-08-09 13:00,31.7,,,,1.8,,270,,64,,29.8,24,,,4,4,Sc,11
108,서울,2024-08-09 14:00,33.2,,,,2.5,,250,,58,,29.5,23.8,,,4,4,CuSc,9
108,서울,2024-08-09 15:00,32.5,,,,2.6,,320,,57,,27.7,22.8,,,4,4,CuSc,9
108,서울,2024-08-09 16:00,32.6,,,,2.3,,270,,59,,28.9,23.5,,,6,6,CuSc,9
108,서울,2024-08-09 17:00,32.6,,,,2.8,,270,,63,,30.9,24.6,,,5,5,CuSc,9
108,서울,2024-08-09 18:00,32.2,,,,2.7,,250,,65,,31.1,24.7,,,5,5,CuSc,8
108,서울,2024-08-09 19:00,31.3,,,,2.4,,250,,67,,30.6,24.4,,,5,1,,15
108,서울,2024-08-09 20:00,30.3,,,,2.8,,290,,71,,30.6,24.4,,,7,1,,
108,서울,2024-08-09 21:00,29.6,,,,1.7,,250,,73,,30.2,24.2,,,1,0,Ci,
108,서울,2024-08-09 22:00,29.2,,,,1.3,,250,,75,,30.4,24.3,,,1,1,,23
108,서울,2024-08-09 23:00,28.8,,,,1.6,,290,,78,,30.7,24.5,,,5,1,,
108,서울,2024-08-10 00:00,28.4,,,,2.8,,290,,80,,30.9,24.6,,,2,0,Ci,
108,서울,2024-08-10 01:00,27.9,,,,.8,,250,,81,,30.4,24.3,,,5,1,,
108,서울,2024-08-10 02:00,27.6,,,,.9,,360,,84,,30.9,24.6,,,5,1,,
108,서울,2024-08-10 03:00,27.3,,,,.8,,50,,84,,30.4,24.3,,,7,0,Cc,
108,서울,2024-08-10 04:00,26.9,,,,1.5,,50,,85,,30,24.1,,,8,0,Ci,
108,서울,2024-08-10 05:00,26.5,,,,1.7,,50,,87,,30,24.1,,,6,0,Cc,
108,서울,2024-08-10 06:00,26.4,,,,2,,50,,87,,29.8,24,,,8,0,Cc,
108,서울,2024-08-10 07:00,26.7,,,,1.7,,70,,86,,30,24.1,,,8,3,AcCc,34
108,서울,2024-08-10 08:00,27.4,,,,1.8,,70,,84,,30.6,24.4,,,9,0,Cc,
108,서울,2024-08-10 09:00,28.9,,,,2.2,,50,,79,,31.3,24.8,,,5,1,ScCc,13
108,서울,2024-08-10 10:00,30.2,,,,2.2,,70,,73,,31.3,24.8,,,4,4,Sc,7
108,서울,2024-08-10 11:00,31.2,,,,1.5,,70,,71,,32.2,25.3,,,6,3,ScCi,8
108,서울,2024-08-10 12:00,32.2,,,,2.5,,110,,63,,30.2,24.2,,,7,7,CuSc,10
108,서울,2024-08-10 13:00,32.8,,,,1.9,,200,,62,,30.7,24.5,,,7,7,CuSc,9
108,서울,2024-08-10 14:00,33.1,,,,2.4,,160,,56,,28.3,23.1,,,7,7,CuSc,9
108,서울,2024-08-10 15:00,33.2,,,,2.3,,230,,57,,28.9,23.5,,,8,5,CuScCi,9
108,서울,2024-08-10 16:00,33.3,,,,2.5,,230,,60,,30.6,24.4,,,9,4,CuScCi,9
108,서울,2024-08-10 17:00,32.6,,,,1.9,,290,,59,,28.9,23.5,,,9,1,CuCi,10
108,서울,2024-08-10 18:00,32.8,,,,2,,270,,57,,28.3,23.1,,,8,0,Ci,
108,서울,2024-08-10 19:00,32.2,,,,1.6,,250,,59,,28.3,23.1,,,2,1,,
108,서울,2024-08-10 20:00,31.1,,,,1,,290,,63,,28.4,23.2,,,2,1,,
108,서울,2024-08-10 21:00,30.2,,,,1.2,,270,,67,,28.6,23.3,,,7,0,Ci,
108,서울,2024-08-10 22:00,29.8,,,,1.1,,290,,69,,28.8,23.4,,,6,4,,14
108,서울,2024-08-10 23:00,29.3,,,,1.2,,270,,71,,28.8,23.4,,,3,1,,
108,서울,2024-08-11 00:00,29,,,,.5,,270,,72,,28.8,23.4,,,4,2,ScCi,10
108,서울,2024-08-11 01:00,28.8,,,,.4,,0,,75,,29.7,23.9,,,5,3,,68
108,서울,2024-08-11 02:00,28.7,,,,.7,,230,,74,,28.9,23.5,,,9,3,,12
108,서울,2024-08-11 03:00,28.7,,,,1.4,,110,,73,,28.6,23.3,,,8,2,ScAcCi,9
108,서울,2024-08-11 04:00,28.5,,,,1.7,,140,,73,,28.3,23.1,,,8,0,Cc,
108,서울,2024-08-11 05:00,28.1,,,,1.2,,90,,74,,28.1,23,,,8,5,ScCi,11
108,서울,2024-08-11 06:00,27.8,,,,1.2,,110,,75,,27.9,22.9,,,8,3,ScCi,11
108,서울,2024-08-11 07:00,28.2,,,,1.5,,110,,78,,29.7,23.9,,,8,5,AcCi,48
108,서울,2024-08-11 08:00,28.9,,,,2.3,,110,,77,,30.6,24.4,,,8,0,Cc,
108,서울,2024-08-11 09:00,30.2,,,,2.2,,110,,75,,32.1,25.2,,,8,3,ScCc,7
108,서울,2024-08-11 10:00,31.1,,,,2.3,,160,,71,,32.1,25.2,,,7,4,CuCi,7
108,서울,2024-08-11 11:00,32.2,,,,1.6,,140,,63,,30.2,24.2,,,7,5,CuCi,8
108,서울,2024-08-11 12:00,32.6,,,,2.1,,110,,62,,30.4,24.3,,,8,8,CuSc,10
108,서울,2024-08-11 13:00,33.4,,,,2.9,,160,,60,,30.7,24.5,,,6,6,Cu,11
108,서울,2024-08-11 14:00,33.9,,,,3.3,,200,,55,,28.9,23.5,,,6,6,Cu,11
108,서울,2024-08-11 15:00,33.8,,,,2.2,,140,,56,,29.3,23.7,,,6,4,CuCi,12
108,서울,2024-08-11 16:00,33.7,,,,2.3,,160,,56,,29.1,23.6,,,6,4,CuCi,12
108,서울,2024-08-11 17:00,33.3,,,,2.9,,140,,56,,28.6,23.3,,,9,6,CuCc,10
108,서울,2024-08-11 18:00,32.9,,,,2.6,,140,,58,,28.9,23.5,,,9,4,CuCi,12
108,서울,2024-08-11 19:00,32.5,,,,1.7,,160,,60,,29.3,23.7,,,8,7,,51
108,서울,2024-08-11 20:00,31.9,,,,1.4,,250,,62,,29.3,23.7,,,5,5,,
108,서울,2024-08-11 21:00,31,,,,1.3,,290,,68,,30.4,24.3,,,2,0,Ci,
108,서울,2024-08-11 22:00,30.4,,,,1,,270,,71,,30.7,24.5,,,2,1,,
108,서울,2024-08-11 23:00,30,,,,1.2,,320,,73,,30.9,24.6,,,2,1,,
108,서울,2024-08-12 00:00,29.5,,,,.9,,270,,75,,30.7,24.5,,,1,0,,
108,서울,2024-08-12 01:00,29.3,,,,1.5,,290,,77,,31.3,24.8,,,6,6,,26
108,서울,2024-08-12 02:00,29,,,,.7,,270,,78,,31.1,24.7,,,3,3,,12
108,서울,2024-08-12 03:00,28.9,,,,.3,,0,,78,,30.9,24.6,,,4,4,Sc,12
108,서울,2024-08-12 04:00,28.6,,,,.8,,20,,80,,31.3,24.8,,,7,7,Sc,8
108,서울,2024-08-12 05:00,28.5,,,,1.1,,360,,80,,31.1,24.7,,,7,7,Sc,9
108,서울,2024-08-12 06:00,28.3,,,,1.7,,50,,82,,31.5,24.9,,,7,7,Sc,9
108,서울,2024-08-12 07:00,28.4,,,,1.6,,50,,82,,31.7,25,,,1,1,Sc,10
108,서울,2024-08-12 08:00,29.3,,,,1.9,,20,,79,,32.1,25.2,,,4,4,Sc,7
108,서울,2024-08-12 09:00,30,,,,2,,20,,76,,32.1,25.2,,,6,6,CuSc,6
108,서울,2024-08-12 10:00,30.3,,,,2.4,,270,,72,,30.9,24.6,,,7,7,Cu,7
108,서울,2024-08-12 11:00,32.5,,,,2.3,,180,,64,,31.3,24.8,,,5,5,Cu,10
108,서울,2024-08-12 12:00,32.8,,,,2.1,,270,,63,,31.3,24.8,,,5,5,Cu,10
108,서울,2024-08-12 13:00,32.9,,,,1.8,,270,,63,,31.5,24.9,,,6,6,Cu,11
108,서울,2024-08-12 14:00,32.9,,,,2.9,,290,,63,,31.5,24.9,,,8,8,CuSc,10
108,서울,2024-08-12 15:00,33.8,,,,2.5,,250,,60,,31.5,24.9,,,8,8,CuSc,11
108,서울,2024-08-12 16:00,33.6,,,,2.3,,270,,59,,30.6,24.4,,,7,7,CuSc,11
108,서울,2024-08-12 17:00,33.7,,,,2.2,,270,,59,,30.7,24.5,,,7,7,CuSc,14
108,서울,2024-08-12 18:00,33.7,,,,1.9,,290,,60,,31.3,24.8,,,3,3,Cu,11
108,서울,2024-08-12 19:00,32.8,,,,2.5,,320,,63,,31.3,24.8,,,3,2,,
108,서울,2024-08-12 20:00,31.7,,,,3.3,,320,,68,,31.7,25,,,3,1,,
108,서울,2024-08-12 21:00,31,,,,3.2,,320,,71,,31.9,25.1,,,0,0,,
108,서울,2024-08-12 22:00,30.5,,,,2.4,,290,,71,,30.9,24.6,,,1,1,,
108,서울,2024-08-12 23:00,30.2,,,,2.2,,290,,71,,30.4,24.3,,,1,1,,
108,서울,2024-08-13 00:00,29.9,,,,1.2,,270,,74,,31.1,24.7,,,0,0,,
108,서울,2024-08-13 01:00,29.4,,,,1.1,,320,,77,,31.5,24.9,,,1,1,,15
108,서울,2024-08-13 02:00,29.2,,,,.8,,270,,78,,31.5,24.9,,,1,1,,9
108,서울,2024-08-13 03:00,28.8,,,,1.5,,320,,80,,31.5,24.9,,,2,2,Sc,9
108,서울,2024-08-13 04:00,28.5,,,,1.3,,290,,82,,31.9,25.1,,,3,3,Sc,9
108,서울,2024-08-13 05:00,28.2,,,,.3,,0,,83,,31.7,25,,,6,6,Sc,9
108,서울,2024-08-13 06:00,28.2,,,,.3,,0,,82,,31.3,24.8,,,6,6,Sc,9
